tRF,LA2CN4_1,LA2CN4_2,LA2CN4_3,LA2CN4_4,LA2CO4_1,LA2CO4_2,LA2CO4_3,LA2CO4_4,LA5CN4_1,LA5CN4_2,LA5CN4_3,LA5CN4_4,LA5CO4_1,LA5CO4_2,LA5CO4_3,LA5CO4_4
tRF-16-0L9RQ40,0,2.892228297,0,2.249826631,0,1.201138842,0,2.067135269,1.165944322,0,2.378713649,0,0.879531181,0.828416484,0,0.66420251
tRF-16-0MXZU50,0,0,0,0,0,0,0,0,0,0.697397621,0.79290455,0,0,0,0.899684914,0.66420251
tRF-16-0NL7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-0NL725B,0,1.446114149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-0P5830E,23.07240143,21.69171223,22.65082438,14.6238731,13.17250659,18.01708263,14.64811889,24.80562323,55.96532748,51.60742399,52.33170028,44.55593442,28.14499778,24.85249451,42.28519098,33.21012548
tRF-16-0PRMQ0E,0,0,0,0,2.395001199,1.201138842,0,1.033567635,0.582972161,0,1.585809099,1.620215797,3.518124722,3.313665934,0.899684914,3.321012548
tRF-16-0RSSX7D,0,0,0,0,1.197500599,1.201138842,1.220676574,0,0.582972161,0,0,0,0.879531181,0,0.899684914,2.656810038
tRF-16-0RYNURD,0,0,2.384297303,0,0,1.201138842,2.441353149,2.067135269,0,0,0,0.810107899,0,0,0,0
tRF-16-0UFMQKE,0,0,0,0,0,0,0,0,0,0,0,1.620215797,0,0,0,0
tRF-16-0UQ2B5D,7.210125447,4.338342446,3.576445954,1.124913316,2.395001199,4.804555367,4.882706297,4.134270538,1.165944322,0.697397621,1.585809099,0.810107899,0.879531181,1.656832967,3.598739658,0.66420251
tRF-16-0VL8K80,0,0,0,0,0,2.402277684,1.220676574,0,0,0,0,0,0,0,0,0
tRF-16-113KYOE,0,0,0,0,0,0,0,1.033567635,0,0,0,0,0,0,0,0
tRF-16-113KYUD,0,0,0,0,1.197500599,0,0,0,0,0,0,0,0,0,0,0
tRF-16-113KYUE,0,0,1.192148651,0,0,1.201138842,0,0,0,0,0,0,0,0,0,0
tRF-16-1293WEE,4.326075268,15.90725564,10.72933786,13.49895979,8.382504196,6.005694209,4.882706297,15.50351452,5.246749451,3.486988107,7.929045497,4.860647391,2.638593542,3.313665934,4.498424572,3.985215058
tRF-16-12Z4R90,1.442025089,0,1.192148651,0,1.197500599,2.402277684,6.103382871,4.134270538,0.582972161,1.394795243,1.585809099,0.810107899,1.759062361,0,0.899684914,0.66420251
tRF-16-13QXQWE,1.442025089,4.338342446,8.34504056,3.374739947,5.987502997,1.201138842,1.220676574,1.033567635,2.331888645,2.092192864,2.378713649,4.050539493,1.759062361,1.656832967,3.598739658,0.66420251
tRF-16-148V7KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66420251
tRF-16-14PSR90,0,0,0,0,0,2.402277684,0,0,0,0,0,0,0,0,0,0
tRF-16-179O08B,0,1.446114149,0,1.124913316,1.197500599,0,0,0,0.582972161,0,0,1.620215797,0,1.656832967,0,0
tRF-16-17M4O1E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-18UKMS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-18V0LQ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-18V0LW0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-18VUY90,2.884050179,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0.828416484,0.899684914,0
tRF-16-1EWJQ7D,1.442025089,2.892228297,2.384297303,1.124913316,3.592501798,1.201138842,2.441353149,1.033567635,4.080805128,5.579180972,3.171618199,1.620215797,12.31343653,13.25466374,9.896534059,7.970430115
tRF-16-1HK24O0,0,0,1.192148651,0,0,0,0,0,0,0.697397621,0,0,1.759062361,1.656832967,0.899684914,0.66420251
tRF-16-1HM4PO0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1HWUNS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1HWUYS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1IQ4YUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1IUUK7E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1KWH19B,1.442025089,0,0,0,0,0,1.220676574,0,0,0,0,0,0,0,0,0
tRF-16-1KYK37E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66420251
tRF-16-1LQ4PU0,1.442025089,0,0,0,0,0,0,2.067135269,0,0,0,0,0,0,0,0
tRF-16-1LQH83D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1LXN4VE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1M38YUE,0,0,0,0,0,1.201138842,0,0,0,0,0,0,0,0,0,0
tRF-16-1M58HUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1MP34RD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899684914,0
tRF-16-1MQ8YUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1MQKYUB,0,0,0,0,0,0,0,0,0,0,0,0,0.879531181,0,0,0
tRF-16-1MQKYUE,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,0
tRF-16-1NKL7L0,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0.879531181,1.656832967,0.899684914,0.66420251
tRF-16-1NR8YUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828416484,0,0
tRF-16-1NR8YWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1PFQJDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1PPJQMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1PW4PU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1QKS3WD,0,5.784456595,2.384297303,6.749479894,2.395001199,3.603416526,4.882706297,4.134270538,5.829721612,6.973976215,7.929045497,14.58194217,13.19296771,5.798915385,12.5955888,11.29144266
tRF-16-1S91540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1SS2P40,1.442025089,1.446114149,0,3.374739947,0,4.804555367,9.765412594,4.134270538,3.497832967,2.789590486,3.171618199,5.67075529,0.879531181,0.828416484,0,3.985215058
tRF-16-1SS2PMB,5.768100358,7.230570743,8.34504056,7.874393209,10.77750539,7.206833051,3.662029723,6.201405808,13.99133187,12.55315719,10.30775915,13.77183427,17.59062361,29.82299341,21.59243795,23.24708784
tRF-16-1W188MB,0,0,0,0,0,0,0,0,0,0,0,0.810107899,0.879531181,0,0,0
tRF-16-1W6SF8E,0,1.446114149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1WF8YMB,0,0,0,0,0,0,0,0,0,3.486988107,0,0,0.879531181,0,0,0
tRF-16-1Y0SR90,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-207RRND,0,0,0,0,0,0,0,0,0,0,0.79290455,0.810107899,0,0,0,0
tRF-16-207WRND,0,0,0,0,0,0,0,2.067135269,0,0,0,0,0,0,0,0
tRF-16-22R7N3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-22RRM3E,0,0,0,1.124913316,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-23W8WR0,0,0,1.192148651,0,0,0,0,0,0,0,0,0,0,0,0,0.66420251
tRF-16-245J7KE,62.00707884,54.95233765,53.64668932,66.36988562,55.08502757,81.67744125,50.04773954,60.98049044,221.5294213,246.1813604,275.9307833,253.5637722,390.5118442,377.7579165,484.030484,364.6471778
tRF-16-25QB1MD,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-2B5YJ3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2E2WMKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2E489BD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2E4V9KD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2EK8E0D,0,0,0,0,0,0,0,0,0,0,0,0,0.879531181,0,0,0
tRF-16-2ERPFVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828416484,0,1.328405019
tRF-16-2F5JYHB,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-2J1Y0S0,1.442025089,1.446114149,0,0,0,0,1.220676574,0,0,0.697397621,0,0,0,0,0,0
tRF-16-2KWHR90,0,0,0,0,0,1.201138842,0,1.033567635,0.582972161,0,0,0.810107899,0,0,0,0
tRF-16-2QR7F8E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2QW18FD,2.884050179,0,0,0,0,1.201138842,1.220676574,1.033567635,0,0,0.79290455,0,0,0.828416484,0,0
tRF-16-2R1HPS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2V7KYUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2VF0S70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2VO0SRD,0,0,0,0,0,0,1.220676574,1.033567635,0,0.697397621,0,0,1.759062361,0,1.799369829,0.66420251
tRF-16-2VO0SRE,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-2VR0080,0,0,0,0,2.395001199,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-2VR0PS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2WI0PR0,0,0,0,0,0,1.201138842,0,0,0,0,0,0,0,0,0,0
tRF-16-2WW18FD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-301M3KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-30MB01B,0,0,0,1.124913316,0,0,0,1.033567635,0.582972161,0.697397621,0.79290455,0.810107899,0,2.485249451,0,1.992607529
tRF-16-325UB1E,2.884050179,1.446114149,1.192148651,2.249826631,1.197500599,1.201138842,2.441353149,1.033567635,0.582972161,1.394795243,1.585809099,0.810107899,1.759062361,0,0,0
tRF-16-32VIJM0,0,1.446114149,2.384297303,3.374739947,1.197500599,0,0,1.033567635,3.497832967,3.486988107,4.757427298,8.101078985,3.518124722,5.798915385,0,3.985215058
tRF-16-33VIJM0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-34L2H1B,10.09417563,4.338342446,9.537189212,5.624566578,19.16000959,16.81594379,23.19285491,7.234973442,1.748916484,2.092192864,0.79290455,0,0.879531181,1.656832967,2.699054743,0.66420251
tRF-16-3578Q1B,0,0,0,0,0,0,0,0,0,0,0,0.810107899,0,0,0,0
tRF-16-362VO00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-39DPYPD,0,0,0,0,0,0,0,0,0,0,1.585809099,0,0,0,0,0
tRF-16-3B1NR8E,0,2.892228297,9.537189212,1.124913316,3.592501798,3.603416526,2.441353149,1.033567635,4.66377729,9.066169079,6.343236398,11.34151058,15.83156125,12.42624725,7.197479316,11.95564517
tRF-16-3B5SM3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-3F90Q40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-3H93WBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66420251
tRF-16-3HJ3WBD,0,0,0,0,2.395001199,0,0,0,0,0,0,0,0,0,0,0
tRF-16-3HJ3WBE,0,0,0,0,1.197500599,1.201138842,0,0,0,0,0,0,0,0,0,0
tRF-16-3HPYR90,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-3JVIJM0,0,5.784456595,1.192148651,1.124913316,1.197500599,1.201138842,1.220676574,0,0,2.789590486,0.79290455,1.620215797,0,1.656832967,0,2.656810038
tRF-16-3JW261B,2.884050179,1.446114149,2.384297303,2.249826631,5.987502997,0,0,1.033567635,1.165944322,2.789590486,3.964522748,0.810107899,0.879531181,5.798915385,0.899684914,1.992607529
tRF-16-3JWB61B,8.652150536,20.24559808,15.49793247,17.99861305,8.382504196,18.01708263,9.765412594,17.57064979,28.5656359,37.65947156,57.88203213,54.2772292,48.37421493,76.21431649,56.68014961,60.44242837
tRF-16-3K7SIRD,0,0,1.192148651,0,2.395001199,0,1.220676574,0,0,0,0,0,0,0,0,0
tRF-16-3KJB01B,0,0,0,0,1.197500599,0,0,1.033567635,1.165944322,0,1.585809099,0,0.879531181,1.656832967,1.799369829,0.66420251
tRF-16-3KJBP1B,7.210125447,14.46114149,5.960743257,13.49895979,14.37000719,30.02847105,19.53082519,21.70492033,30.31455238,20.22453102,26.95875469,27.54366855,32.54265368,33.13665934,35.08771166,37.19534054
tRF-16-3KMB01B,523.4551074,582.7840019,529.3140012,586.0798374,801.127901,769.9299976,742.1713571,808.2498903,459.382063,424.0177539,440.0620251,542.772292,578.7315168,661.9047704,678.3624255,568.5573482
tRF-16-3KXR3RB,136.9923835,131.5963875,164.5165139,156.3629509,223.9326121,221.0095469,223.3838131,233.5862854,144.577096,145.0587053,209.3268011,211.4381615,317.5107562,259.2943594,276.2032687,286.9354842
tRF-16-3KXRKRB,0,0,0,0,1.197500599,0,0,1.033567635,0,0.697397621,1.585809099,0,0,0,0,0.66420251
tRF-16-3KZS01B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899684914,0
tRF-16-3L7L73D,0,0,0,2.249826631,0,0,2.441353149,0,1.165944322,2.789590486,0,0,0.879531181,3.313665934,0.899684914,1.328405019
tRF-16-3L7LQ3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-3L90Q40,1.442025089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-3QHMY1B,0,0,1.192148651,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-3VL8W1B,1.442025089,1.446114149,1.192148651,1.124913316,1.197500599,2.402277684,1.220676574,0,1.748916484,1.394795243,3.964522748,0.810107899,5.277187083,1.656832967,4.498424572,2.656810038
tRF-16-3VLIE1B,0,0,1.192148651,4.499653262,8.382504196,6.005694209,7.324059446,7.234973442,25.06780293,21.61932627,27.75165924,38.07507123,30.78359132,33.96507583,36.88708149,41.1805556
tRF-16-3VMKNRB,1.442025089,7.230570743,5.960743257,6.749479894,4.790002398,7.206833051,7.324059446,2.067135269,1.165944322,0.697397621,0.79290455,0,2.638593542,0.828416484,0,0
tRF-16-3VWIQ1B,1.442025089,0,0,2.249826631,0,1.201138842,0,0,2.331888645,0.697397621,3.171618199,1.620215797,2.638593542,1.656832967,0.899684914,0
tRF-16-3WJVR0B,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,0
tRF-16-3WMIE1B,0,0,0,0,0,0,0,1.033567635,0,0.697397621,0.79290455,0,0,0,0,1.328405019
tRF-16-3XRSN3E,0,0,0,0,0,0,0,0,1.165944322,0,0.79290455,2.430323696,0,0,1.799369829,0
tRF-16-409Z7KE,2.884050179,0,2.384297303,0,0,1.201138842,2.441353149,0,0,0.697397621,1.585809099,2.430323696,0.879531181,0.828416484,0,0.66420251
tRF-16-40KK5YE,1.442025089,8.676684892,1.192148651,7.874393209,1.197500599,8.407971893,2.441353149,3.100702904,24.48483077,23.71151913,21.40842284,30.78410014,44.85609021,47.21973956,39.58613624,37.19534054
tRF-16-40Q1FID,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0.899684914,0
tRF-16-40QI6NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-41JKE1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4892KRB,0,1.446114149,0,0,0,1.201138842,1.220676574,0,0,0.697397621,0,0.810107899,0.879531181,0,1.799369829,0
tRF-16-489B3RB,258.122491,276.2078024,246.7747708,311.6009884,246.6851235,273.8596559,258.7834337,292.4996406,214.5337553,198.7583221,257.6939787,281.1074408,262.979823,270.0637736,234.8177627,259.7031813
tRF-16-489L3RB,0,0,0,1.124913316,1.197500599,0,1.220676574,0,0,0,0.79290455,0,0,0,0,0
tRF-16-4E6L1FE,1.442025089,0,1.192148651,0,0,0,0,1.033567635,1.165944322,0,0,0.810107899,3.518124722,0.828416484,0.899684914,1.328405019
tRF-16-4E6L1HE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4OI3FJ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4P64R90,7.210125447,13.01502734,2.384297303,4.499653262,4.790002398,8.407971893,2.441353149,4.134270538,2.331888645,0.697397621,0.79290455,1.620215797,0,1.656832967,1.799369829,1.328405019
tRF-16-4P9L5FD,0,0,0,0,0,1.201138842,0,0,0,0,0.79290455,0.810107899,0,0,0,0
tRF-16-4PRS9JE,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,0
tRF-16-4PU3XOE,0,0,0,1.124913316,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4PW3FJE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4PWJV0D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4RLV1ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4RN26W0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4RRQRBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4RRWRBD,1.442025089,1.446114149,0,0,2.395001199,2.402277684,0,2.067135269,0.582972161,0.697397621,3.964522748,0.810107899,1.759062361,0,0,0
tRF-16-4S14IZD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4S581HE,2.884050179,0,0,0,0,1.201138842,0,0,0,0,0,0,0,0,0,0
tRF-16-4S5IR2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4W6VD8E,0,0,0,0,1.197500599,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4Y2V7KE,0,0,0,0,0,0,0,0,1.165944322,0.697397621,0.79290455,1.620215797,1.759062361,1.656832967,1.799369829,0.66420251
tRF-16-4Y9H2M0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4YMY910,0,0,0,0,0,0,1.220676574,0,0,0,0,0.810107899,0,0,0,0
tRF-16-4YRKYUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4ZMKQ40,1.442025089,1.446114149,2.384297303,1.124913316,2.395001199,3.603416526,2.441353149,1.033567635,0.582972161,2.092192864,0.79290455,0,0.879531181,1.656832967,0,0
tRF-16-4ZUPX1B,2.884050179,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0.899684914,0
tRF-16-50SJRED,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,0.66420251
tRF-16-50SRRND,0,0,2.384297303,2.249826631,0,0,1.220676574,3.100702904,0,0.697397621,0.79290455,0,0,0.828416484,0.899684914,0
tRF-16-51K36DD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-51MLHVB,1.442025089,1.446114149,0,0,1.197500599,1.201138842,1.220676574,1.033567635,0,1.394795243,0.79290455,1.620215797,0,1.656832967,0.899684914,0.66420251
tRF-16-53F85SB,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0.828416484,0,0
tRF-16-53IEWSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-53L457B,0,0,0,0,0,0,0,0,0,0,0.79290455,0,0,0,0,0
tRF-16-54QFQ2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66420251
tRF-16-54RNZF0,0,1.446114149,0,0,2.395001199,1.201138842,0,0,0.582972161,0.697397621,0,0,0,0,0.899684914,0
tRF-16-56OKNHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-56OKZHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-587SI7D,0,0,1.192148651,0,0,1.201138842,3.662029723,1.033567635,0,0.697397621,0,0,0,0,0,0
tRF-16-58J0K8E,0,0,0,1.124913316,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-5933JKB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66420251
tRF-16-593J2HD,0,0,0,0,0,0,0,0,0,0,0.79290455,0,0,0,0,0
tRF-16-596VW6D,0,0,0,1.124913316,0,1.201138842,1.220676574,3.100702904,0.582972161,3.486988107,0,0.810107899,2.638593542,3.313665934,0.899684914,3.985215058
tRF-16-596VW6E,1.442025089,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,0
tRF-16-596VZ6D,0,0,0,1.124913316,0,0,0,0,0,0,0.79290455,0,0,0,0,0
tRF-16-59HMLW0,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-59J3WDE,0,0,0,0,0,0,0,0,0.582972161,0,0,0,0,0,0,0
tRF-16-59KNNV0,1.442025089,1.446114149,0,1.124913316,1.197500599,1.201138842,3.662029723,3.100702904,2.331888645,4.88178335,6.343236398,5.67075529,3.518124722,7.455748352,3.598739658,7.306227606
tRF-16-59RVW6D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-59W3ZKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828416484,0,0
tRF-16-5DMKYUE,0,1.446114149,2.384297303,1.124913316,3.592501798,3.603416526,3.662029723,1.033567635,0.582972161,0,0,0,0.879531181,0,0,0
tRF-16-5E387SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-5JK87SB,0,0,0,0,1.197500599,0,0,0,0,0,0,0,0,0,0,0
tRF-16-5JYH0RE,0,0,0,0,0,1.201138842,0,1.033567635,0.582972161,0,0.79290455,0,0,0,0,0
tRF-16-5L8RPYE,0,0,0,0,1.197500599,0,0,0,0.582972161,0,0.79290455,0.810107899,0,0.828416484,0.899684914,0.66420251
tRF-16-5NL348E,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-5O6WNDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-5P7JE20,0,1.446114149,1.192148651,3.374739947,1.197500599,4.804555367,0,1.033567635,0,0.697397621,0,0,1.759062361,0,0,0
tRF-16-5PFQJDE,0,1.446114149,0,0,1.197500599,0,0,0,0,0,0,0,0,0,0,0
tRF-16-5R93WBE,0,0,0,0,0,1.201138842,0,0,0.582972161,0,0,0,0,1.656832967,0.899684914,0
tRF-16-5XR4NPD,10.09417563,11.56891319,7.152891909,17.99861305,2.395001199,13.21252726,7.324059446,9.302108711,1.165944322,1.394795243,2.378713649,2.430323696,3.518124722,0.828416484,0,0
tRF-16-5Y93W0E,0,0,0,0,0,0,0,0,0,0,1.585809099,0,0,0,0,0
tRF-16-628YR90,0,0,0,0,0,0,0,0,0.582972161,0,0,0.810107899,0,0,0.899684914,0.66420251
tRF-16-62NK7SB,0,0,0,0,1.197500599,0,0,0,0,0,0,0,0,0,0,0
tRF-16-64R959E,0,0,0,0,0,1.201138842,0,1.033567635,0,0,0,0,0.879531181,0,0,0
tRF-16-64VIJ40,0,0,0,0,1.197500599,0,0,0,0,0,0.79290455,0.810107899,0,0,0,0
tRF-16-67M8LOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-68K87SB,0,0,0,0,0,0,0,1.033567635,0,0,0,0,0,0,0,0
tRF-16-69JMI90,0,0,0,0,0,0,0,2.067135269,0,0,0,0,0,0,0,0
tRF-16-69JMW90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-69M8LOE,0,0,0,0,0,0,0,0,0,0,0.79290455,0.810107899,0,0,0,0
tRF-16-69M8NPD,0,1.446114149,0,0,1.197500599,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-69MPNPE,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-6HFVQ8B,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0,0,0,0
tRF-16-6JYBKRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6L1HWUD,0,0,0,0,0,0,0,0,1.748916484,1.394795243,0,4.050539493,1.759062361,3.313665934,0.899684914,3.321012548
tRF-16-6L1HWUE,0,0,0,0,0,0,0,0,0,0.697397621,0,0,0.879531181,0,0.899684914,0.66420251
tRF-16-6M5V3FE,0,0,0,0,0,0,0,0,1.165944322,0,0,0,0,0,0,0
tRF-16-6NF9B40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6NMH49B,2.884050179,13.01502734,4.768594606,5.624566578,3.592501798,1.201138842,6.103382871,3.100702904,9.91052674,6.276578593,7.929045497,8.911186884,17.59062361,16.56832967,15.29464355,17.26926525
