tRF,control_mean,ad_mean,log_fold_change,p_value,adj_p_value,significant,core_cholinergic_Production,cholinergic_targets_Production,cholinergic_Production
tRF-22-I7XUK87SI,13.96316401,17.07056692,0.289885083,0.048432872,0.554860099,False,True,"SMAD2,RORB,BCHE,CLOCK,NTRK2,IL6R",True
tRF-23-RPFQRDWXDD,23.53208506,19.91026,-0.241117096,0.051614893,0.554860099,False,False,SMAD2,False
tRF-19-OSM83OJX,72.33818258,136.4343668,0.915377837,0.051614893,0.554860099,False,False,,False
tRF-18-B4ZPEKD5,19.03188505,13.10317344,-0.538502205,0.051614893,0.554860099,False,True,"SMAD2,LHX8,ARNTL2,BMPR2,SLC5A7,RORA,LIFR,NR1D2,CLOCK,LIF,BMPR1A,BMPR1B",True
tRF-22-7O58J0K8O,17.53799275,12.06963244,-0.539101896,0.05496658,0.559791218,False,False,"SMAD2,IL6ST,BMPR2",False
tRF-19-ML5F92H3,9.95886488,14.22606202,0.514483141,0.05496658,0.559791218,False,False,,False
tRF-22-YDU37Y93Q,51.19482121,40.70333877,-0.330850738,0.061244341,0.578906682,False,False,"SMAD2,NR1D2,RORA",False
tRF-20-BE7XO8Q6,36.0510789,24.47132579,-0.558950171,0.061244341,0.578906682,False,True,"SMAD2,RORA,BMPR2,LIFR,BMP5,CLOCK,LHX8,NR1D2,SLC5A7,KLF7,ARNTL2,KLF4,BMPR1B,NTRK2,LIF,BMP3,IL6ST",True
tRF-22-UJJKIWRNK,12.86022678,11.83562965,-0.119779625,0.066976976,0.578906682,False,False,"SMAD2,NKX2-1,RORB,GBX2,ARNTL2,NPAS2",True
tRF-23-VF4YO9XED2,13.6738747,10.3906574,-0.396135177,0.066976976,0.578906682,False,False,"CLOCK,SMAD2",False
tRF-18-S3M83004,82.4758329,67.47731512,-0.289568871,0.070307849,0.578906682,False,False,,False
tRF-20-9NS334L2,10.44871726,15.37661786,0.557412371,0.070307849,0.578906682,False,True,"CHAT,RORA",True
tRF-21-B2JK7PP9E,20.33969765,25.02036236,0.29880445,0.070307849,0.578906682,False,True,"SMAD2,COLQ,RORA,NTRK2,LIFR",True
tRF-18-V29K9U0H,29.73264236,26.49199713,-0.166491075,0.070307849,0.578906682,False,False,"RORA,BMPR1A,BDNF,SMAD2",True
tRF-19-UJJKIWIZ,20.36287097,16.29439154,-0.321565502,0.073992069,0.578906682,False,False,"SMAD2,RORB,NKX2-1,GBX2,ARNTL2,NPAS2",True
tRF-20-18YKISQI,712.0069653,391.4889349,-0.862919823,0.078737944,0.578906682,False,False,"BMP2,SMAD2",False
tRF-23-86J8WPMNY,33.50585501,36.09194643,0.107263727,0.078737944,0.578906682,False,False,LIFR,False
tRF-21-LIK898O1B,12.91067399,12.56235301,-0.039457602,0.078737944,0.578906682,False,False,,False
tRF-18-ME6KM80E,81.63194379,106.6516969,0.385701204,0.078737944,0.578906682,False,False,SMAD2,False
tRF-20-Z3M8ZLSS,13.66929847,21.9027848,0.680175108,0.078737944,0.578906682,False,False,ARNTL,False
tRF-23-W47W1R7HX,23.68420867,30.71381011,0.374962023,0.080777677,0.578906682,False,False,,False
tRF-23-17NSRJ7K05,14.8683913,28.68407982,0.948001675,0.080777677,0.578906682,False,False,,False
tRF-22-YBOZZ7ND2,103.9387907,71.50428359,-0.539632603,0.086118634,0.605962023,False,False,"NTRK2,SMAD2,RORA,BMP5,BMPR1A,NR1D2,BMP2K,CLOCK",True
tRF-22-U4727OFIQ,20.86922412,15.68571402,-0.411925762,0.089019786,0.615190308,False,False,"RORB,SMAD2,CNTFR,BMPR1A",True
tRF-20-W47W1R7H,22.32558443,28.72449869,0.363583772,0.094211122,0.617961085,False,False,,False
tRF-21-MNH5SYNXD,16.77392677,11.02938401,-0.604868244,0.094211122,0.617961085,False,False,,False
tRF-23-DWY2MJ8F02,20.83636224,14.39237747,-0.533798494,0.094211122,0.617961085,False,True,"SMAD2,SLC5A7,LHX8,RORA,BMPR2,LIF,LIFR,RORB,BMPR1B,ARNTL2",True
tRF-19-Z3M8ZL2J,46.92520053,77.97404997,0.73263116,0.099297113,0.64046638,False,False,ARNTL,False
tRF-18-J0DPZODE,23.34486682,28.34774098,0.280128414,0.103408724,0.656052068,False,False,"SMAD2,BMPR2,STAT5B,BMP5,NTRK2,CLOCK,KLF7,STAT5A",True
tRF-22-WB8US5652,188.7663759,157.4855264,-0.261382562,0.109584307,0.662642608,False,False,NR1D2,False
tRF-20-Q89P9L84,13.18136558,19.90755474,0.594816185,0.109584307,0.662642608,False,False,"BMPER,BMP1,SMAD2",False
tRF-19-V29K9U2Y,75.58643647,64.32456232,-0.232757639,0.109584307,0.662642608,False,False,"BMPR1A,RORA,BDNF,SMAD2",True
tRF-22-HXD3KY7SI,11.27308595,12.5150823,0.150785278,0.113125778,0.673533476,False,False,,False
tRF-19-7P59N3K5,16.5786402,21.75895612,0.392283666,0.119610228,0.685532683,False,False,"RORA,BMPR2",False
tRF-22-R2Z4R95MJ,74.7038949,52.71035974,-0.503096926,0.119610228,0.685532683,False,False,,False
tRF-21-WB08Q2B5D,11.67722782,14.80181617,0.342076385,0.124708287,0.685532683,False,False,,False
tRF-23-9NS334L2DB,18.45477326,26.88901139,0.543022701,0.124708287,0.685532683,False,True,"CHAT,RORA",True
tRF-19-5BF9000W,801.2727017,905.9167611,0.17708517,0.124708287,0.685532683,False,False,"SMAD2,KLF7,BMPR1B,RORA,BMPR1A,BMPR2,CNTF",True
tRF-21-V29K9UV30,116.2176109,91.82164385,-0.339922536,0.130728423,0.685532683,False,False,"RORA,BMPR1A,BDNF,SMAD2",True
tRF-19-Q99P9PJZ,14.97009503,22.30436725,0.575242841,0.130728423,0.685532683,False,False,,False
tRF-20-8W1W188M,14.27262871,15.19391436,0.090242522,0.137559959,0.685532683,False,False,,False
tRF-23-79MP9PMNDD,16.63111352,20.72089797,0.31720176,0.137559959,0.685532683,False,False,,False
tRF-18-HSRVK7D2,42.26399559,54.28256939,0.361059846,0.137559959,0.685532683,False,False,,False
tRF-20-J9ZH0SR9,19.76943172,17.50728865,-0.175315729,0.141947526,0.685532683,False,False,"SMAD2,CLOCK,RORB",False
tRF-20-OB9ZFH69,57.4340072,43.55487657,-0.399070965,0.141947526,0.685532683,False,False,"SMAD2,RORA,CLOCK,BMPR2,BMP5,NR1D2,KLF7,LHX8,LIFR,ARNTL2,BMP2,KLF4,BMP3,LIF,BMPR1A,PCYT1A,RORB",True
tRF-20-2YU04DYJ,70.58642737,52.7831506,-0.419313336,0.149523811,0.685532683,False,False,"SMAD2,ARNTL,ARNTL2",False
tRF-21-YDU37Y93E,29.4056457,25.28872009,-0.217599149,0.149523811,0.685532683,False,False,"SMAD2,NR1D2,RORA",False
tRF-18-HSQSD2D2,61.70772805,48.51781329,-0.346936649,0.149523811,0.685532683,False,False,,False
tRF-20-88I26WRN,41.50840477,51.33620561,0.306573179,0.149523811,0.685532683,False,False,,False
tRF-18-F8DHXYD9,18.86683836,15.94879843,-0.242404944,0.155156671,0.685532683,False,False,,False
tRF-18-07QSNHD2,13.12218482,13.76990104,0.069510246,0.155156671,0.685532683,False,False,"NTRK1,LIF",False
tRF-22-9NS334L2I,9.364798708,13.57736623,0.53588376,0.162770115,0.685532683,False,False,,False
tRF-19-VMMV5B2V,11.94480866,18.83270674,0.656856623,0.162770115,0.685532683,False,False,,False
tRF-20-S3M8309N,32.44928181,24.06132205,-0.431470634,0.162770115,0.685532683,False,False,,False
tRF-18-PS5P4P0K,59.44713278,90.42435998,0.605104253,0.162770115,0.685532683,False,False,,False
tRF-22-WB0Q37Q52,95.69923415,92.14362689,-0.054622994,0.162770115,0.685532683,False,False,,False
tRF-22-S8V0J6OZQ,12.81967497,16.37650224,0.353267569,0.162770115,0.685532683,False,False,,False
tRF-23-9KIWRNL3DJ,68.19964873,45.64932328,-0.579170835,0.170054619,0.685532683,False,False,"NTRK2,BMP7",False
tRF-18-0RSSX7D2,23.30046982,20.70163291,-0.170614475,0.170054619,0.685532683,False,False,,False
tRF-22-18YKISQI3,66.93348324,47.90402931,-0.482581086,0.170054619,0.685532683,False,False,"BMP2,SMAD2",False
tRF-19-2LNOZ7I2,19.62913543,10.91926206,-0.84612127,0.170054619,0.685532683,False,False,"SMAD2,LIFR,STAT1,RORA,PCYT1A",True
tRF-20-UIX1Q7O6,196.5088637,192.9545988,-0.026332959,0.170054619,0.685532683,False,False,"LHX6,SMAD2,CLOCK",False
tRF-21-B4ZPEK45B,79.30353756,57.47356606,-0.464486656,0.170054619,0.685532683,False,True,"SMAD2,LHX8,ARNTL2,BMPR2,SLC5A7,RORA,LIFR,NR1D2,LIF,CLOCK,BMPR1A,BMPR1B",True
tRF-22-WB8HWKS52,14.40732098,11.29675054,-0.350894246,0.170054619,0.685532683,False,False,,False
tRF-18-2F9IY9V,12.18188551,20.07635802,0.720760128,0.176864853,0.69138079,False,False,"RORA,BMPR2,SMAD2,LIFR",True
tRF-23-9M739P8WD8,24.60303706,39.88502733,0.69701085,0.176864853,0.69138079,False,False,,False
tRF-21-Z3M8ZLSSE,17.77282844,24.33773094,0.453521373,0.176864853,0.69138079,False,False,ARNTL,False
tRF-20-R29P4P9L,36.31094651,27.30572087,-0.411201293,0.18534903,0.710198757,False,False,,False
tRF-19-F6RE9825,15.23913747,11.47226067,-0.409631539,0.18534903,0.710198757,False,True,"SMAD2,CHAT",True
tRF-19-PR183OJX,15.49827229,22.85633499,0.56048669,0.189763185,0.712993713,False,False,,False
tRF-18-DWY2MJ02,35.91560677,32.97163471,-0.123385472,0.189763185,0.712993713,False,True,"SMAD2,SLC5A7,LHX8,RORA,BMPR2,LIF,RORB,LIFR,BMPR1B,ARNTL2",True
tRF-18-BX1WZ4DZ,13.61456687,10.3112905,-0.400926183,0.192795444,0.717421506,False,True,"SMAD2,IL6ST,BCHE",True
tRF-19-69M8LOJX,67.74176996,105.2217056,0.635314754,0.201685334,0.72270578,False,False,,False
tRF-18-OB9ZFHD9,25.87928468,23.01255557,-0.169376535,0.201685334,0.72270578,False,False,"SMAD2,RORA,BMPR2,CLOCK,BMP5,NR1D2,KLF7,LHX8,LIFR,ARNTL2,BMP2,KLF4,BMP3,BMPR1A,PCYT1A,RORB,LIF,BMPR1B",True
tRF-23-Y2PPEVNK0Q,802.5227494,881.6134801,0.135603994,0.201685334,0.72270578,False,False,BMPR2,False
tRF-21-J0DPZOIPB,14.25432107,15.73456295,0.142537781,0.201685334,0.72270578,False,False,"SMAD2,BMPR2,STAT5B,BMP5,CLOCK,NTRK2,STAT5A,LIFR",True
tRF-20-DWY2MJ8F,98.92705412,83.93318635,-0.237123766,0.209070811,0.735549128,False,True,"SMAD2,SLC5A7,LHX8,RORA,BMPR2,LIF,LIFR,RORB,BMPR1B,ARNTL2",True
tRF-19-B1RHODE2,13.82771691,15.82014777,0.194200102,0.209070811,0.735549128,False,False,,False
tRF-18-NSRJ7K05,12.66662948,15.53053719,0.29407505,0.217781902,0.750873636,False,False,,False
tRF-19-9N15WV2P,25.36619414,20.3950623,-0.314687164,0.227008309,0.750873636,False,False,"NR1D2,NTRK2,ARNTL2,SMAD2",True
tRF-22-5BF900BY3,1281.389791,1465.900484,0.194077764,0.227008309,0.750873636,False,False,"SMAD2,KLF7,BMPR1B,RORA,BMPR1A,BMPR2,CNTF",True
tRF-23-BZBZOS4YV,179.8373603,173.9625432,-0.047916059,0.227008309,0.750873636,False,False,"NR1D2,LIFR,SMAD2,RORB",True
tRF-22-877343RX4,24.37847576,29.83872825,0.291578123,0.227008309,0.750873636,False,False,SMAD2,False
tRF-21-BE7XO8Q6D,240.2364442,199.143904,-0.270643709,0.227008309,0.750873636,False,True,"SMAD2,RORA,BMPR2,LIFR,BMP5,CLOCK,LHX8,NR1D2,SLC5A7,KLF7,ARNTL2,KLF4,BMPR1B,NTRK2,LIF,IL6ST,BMP3",True
tRF-19-OB9ZFHIW,18.29974592,12.07736085,-0.599518387,0.227008309,0.750873636,False,False,"SMAD2,RORA,BMPR2,CLOCK,BMP5,NR1D2,KLF7,LHX8,LIFR,ARNTL2,BMP2,KLF4,BMP3,LIF,BMPR1A,PCYT1A,RORB",True
tRF-21-J9ZH0SR90,14.94676966,17.92193305,0.261892536,0.234526432,0.756347744,False,False,"SMAD2,RORB,CLOCK,IL6R",True
tRF-21-WB0Q37Q5D,79.37493845,76.05508285,-0.0616389,0.234526432,0.756347744,False,False,,False
tRF-19-Q89P9LJI,14.59621714,20.97638366,0.52317146,0.234526432,0.756347744,False,False,"BMP1,BMPER,SMAD2",False
tRF-19-RX6NMHH3,22.85702523,24.9007891,0.123553809,0.244502782,0.77559489,False,False,,False
tRF-20-YDU37Y93,13.66316669,10.10945708,-0.434586373,0.244502782,0.77559489,False,False,"SMAD2,NR1D2,RORA",False
tRF-23-PS5P4PW3X,28.92357663,31.37087924,0.117180001,0.255376119,0.783356854,False,False,,False
tRF-23-V47PU9XW0N,10.33920069,12.76307856,0.303851704,0.255376119,0.783356854,False,False,,False
tRF-22-DRFU8U76F,17.0755752,20.18088179,0.241055036,0.255376119,0.783356854,False,False,SMAD2,False
tRF-18-RXSINH0P,20.00453789,16.06113603,-0.316753361,0.255376119,0.783356854,False,False,NTRK2,False
tRF-21-XSXMSL73E,35.83684253,32.71642815,-0.131428282,0.265499082,0.783356854,False,False,,False
tRF-18-W3FJIKW,13.52968153,16.23106486,0.262629772,0.265499082,0.783356854,False,False,,False
tRF-21-1SS2P46ID,34.48755207,25.25702314,-0.449391121,0.275288197,0.783356854,False,False,,False
tRF-22-WD8S746D2,14.96699978,14.56158417,-0.039617737,0.275288197,0.783356854,False,False,,False
tRF-23-EXEY0VWUD2,149.0479022,110.2551331,-0.434930246,0.275288197,0.783356854,False,False,"BDNF,NR1D2,BMPR2,LIFR",True
tRF-18-YRRHQFD2,58.97587137,65.76482746,0.157191374,0.275288197,0.783356854,False,False,,False
tRF-22-OB9ZFH691,222.1612435,178.9174341,-0.312313184,0.275288197,0.783356854,False,False,"SMAD2,RORA,CLOCK,BMPR2,BMP5,NR1D2,LHX8,KLF7,LIFR,ARNTL2,BMP2,BMP3,KLF4,LIF,BMPR1A,PCYT1A,RORB",True
tRF-18-5BF900R,254.6769253,241.0090933,-0.079580671,0.275288197,0.783356854,False,False,"SMAD2,KLF7,BMPR1B,RORA,BMPR1A,BMPR2,CNTF",True
tRF-21-9NH5SYNXD,11.13051062,8.627730924,-0.36746669,0.275288197,0.783356854,False,False,,False
tRF-19-S998LOJX,15.31889386,18.73446054,0.290382308,0.275288197,0.783356854,False,False,,False
tRF-18-B1XSRI0J,10.36187187,13.53443583,0.385350102,0.285036844,0.787923275,False,False,,False
tRF-23-79MP9P9NDE,141.6050778,174.1351174,0.298334177,0.285036844,0.787923275,False,False,,False
tRF-21-JMRPFQJDE,19.07731228,16.14181561,-0.24105507,0.285036844,0.787923275,False,False,,False
tRF-23-3IRW18V60M,13.35163492,18.57641984,0.476456072,0.285036844,0.787923275,False,False,,False
tRF-23-HXD3KY7SDD,11.22403873,10.98586917,-0.030942876,0.295901967,0.795236537,False,False,,False
tRF-22-12Z4R95MJ,63.58684494,39.39077871,-0.690870389,0.295901967,0.795236537,False,False,,False
tRF-21-JMRPFQRDE,94.30118786,88.33509018,-0.094289297,0.295901967,0.795236537,False,False,,False
tRF-22-EXEY0VWUJ,281.0910621,283.4145556,0.011876274,0.295901967,0.795236537,False,False,"BDNF,NR1D2,BMPR2,LIFR",True
tRF-19-BZOS4YE2,249.148235,218.4226569,-0.18988184,0.303921162,0.805599243,False,False,"LHX6,BDNF,SMAD2",False
tRF-20-1SS2P46I,43.53469018,49.81019341,0.194275557,0.303921162,0.805599243,False,False,,False
tRF-23-Q9B1XSRI0J,52.23621411,86.57567923,0.728911462,0.319993364,0.813809034,False,False,"RORB,SMAD2,GBX2",False
tRF-22-BZBZOS4Y1,36.53229633,33.90925954,-0.107493159,0.319993364,0.813809034,False,False,"NR1D2,LIFR,SMAD2,RORB",True
tRF-22-73VL4YMYP,20.38701341,19.4054394,-0.071189343,0.319993364,0.813809034,False,False,"NR1D2,NTRK2",False
tRF-18-OB1690DV,61.84920697,59.36637675,-0.059109032,0.332597382,0.813809034,False,True,"SMAD2,RORA,RORB,BMP3,CLOCK,STAT5B,BMPR2,NR1D2,IL6ST,BMP2,STAT3,KLF7,NTRK2,BMPR1A,NKX2-1,ARNTL2,PRIMA1,STAT1,NPAS2",True
tRF-20-PS5P4PW3,15.14283668,18.84533772,0.31557216,0.332597382,0.813809034,False,False,,False
tRF-20-B4ZPEK45,477.9956369,406.8042809,-0.232662588,0.332597382,0.813809034,False,True,"SMAD2,LHX8,ARNTL2,BMPR2,SLC5A7,RORA,LIFR,NR1D2,LIF,CLOCK,BMPR1A,BMPR1B",True
tRF-18-739P8WD8,23.97863295,31.09568891,0.374965168,0.332597382,0.813809034,False,False,"SMAD2,RORA",False
tRF-18-JMRPFQDH,11.42096389,11.03572514,-0.049502984,0.332597382,0.813809034,False,False,,False
tRF-22-JMRPFQRD5,64.49049708,53.6822603,-0.264641172,0.332597382,0.813809034,False,False,,False
tRF-22-79MP9P9MI,20.43691307,16.85178159,-0.278276175,0.332597382,0.813809034,False,False,,False
tRF-18-7P596V03,31.80520735,37.51713283,0.238286585,0.332597382,0.813809034,False,False,"RORA,BMPR2",False
tRF-18-WB0Q37DW,11.94653086,10.78549537,-0.147499296,0.343818492,0.813809034,False,False,,False
tRF-20-DRFU8U76,19.06597718,17.70416852,-0.106911386,0.343818492,0.813809034,False,False,SMAD2,False
tRF-23-FSXMSL730H,12.75088458,13.68165007,0.101644901,0.343818492,0.813809034,False,False,,False
tRF-19-9M739PJK,15.52720238,24.415981,0.653027829,0.343818492,0.813809034,False,False,,False
tRF-21-LMK8J7K1B,20.02378618,12.91968593,-0.632143791,0.343818492,0.813809034,False,False,,False
tRF-20-40KK5Y93,18.87216851,14.19878588,-0.410492633,0.355384307,0.813809034,False,False,"NKX2-1,ARNTL2,RORB",False
tRF-19-Q622EV2R,58.39384695,64.22238805,0.137259953,0.355384307,0.813809034,False,False,SMAD2,False
tRF-18-RPFQRD03,16.27783343,15.56600092,-0.064510344,0.355384307,0.813809034,False,False,SMAD2,False
tRF-20-YDZDL9X1,403.2064813,530.2465111,0.395144394,0.355384307,0.813809034,False,False,"LHX6,SMAD2,CLOCK,NR1D2",True
tRF-23-UE02K0F702,13.49908376,11.27517263,-0.259711966,0.355384307,0.813809034,False,False,"BMP2,CNTFR,SMAD2,LIFR,RORA,IL6,BMPR1B,BDNF,KLF7,BMP3,BMPR2,LIF,KLF16,BMPR1A,LHX8,BMP2K,CLOCK,KLF4,BMP5,NR1D2,RORB,STAT1,IL6ST",True
tRF-18-9N15WV0E,28.05565793,27.27192941,-0.040874975,0.355384307,0.813809034,False,False,"NR1D2,NTRK2,ARNTL2,SMAD2",True
tRF-23-1SS2PMFI0Q,16.10515094,16.85471978,0.06563046,0.355384307,0.813809034,False,False,,False
tRF-22-7OFIZ9WUJ,16.9994352,21.77083545,0.356909957,0.366045277,0.823601874,False,False,"SMAD2,RORA,BMP5,NR1D2,BMPR1A,BMPR2,NTRK2,BMP2K,IL6ST",True
tRF-21-YO0Y3KQ9D,25.79540063,29.71959338,0.204300524,0.366045277,0.823601874,False,False,"SMAD2,BMPR2,RORB",False
tRF-21-U0EZY9X1B,70.23061977,63.28308532,-0.150280228,0.366045277,0.823601874,False,False,"SMAD2,NTRK2,RORA,BMP3",True
tRF-23-XBINVDRID1,14.79741967,14.8631331,0.006392638,0.378179475,0.831565095,False,True,"SMAD2,RORA,RORB,PCYT1A,BMP3,LIFR,LHX8,BMPR1A,CLOCK,BDNF,BMPR2,SLC5A7,PRIMA1,BMP5",True
tRF-22-8BWS72092,24.45443014,20.70180793,-0.240339079,0.378179475,0.831565095,False,False,"SMAD2,ARNTL2,BMP8B,BMP5,IL6ST",True
tRF-19-XSXMSL24,26.20517572,23.28404116,-0.17051031,0.378179475,0.831565095,False,False,,False
tRF-21-V47P596VE,61.57088836,52.65039144,-0.225804127,0.378179475,0.831565095,False,False,"BMP2,SMAD2",False
tRF-18-S8V0J6DR,13.03051619,14.957872,0.199010708,0.386319581,0.839919539,False,False,,False
tRF-20-RK9P4P9L,117.8488967,75.66480487,-0.639243953,0.386319581,0.839919539,False,False,,False
tRF-20-RX6NMH49,20.24918541,24.01694815,0.246188966,0.395880786,0.846441239,False,False,,False
tRF-20-RX6N38Z9,13.80753228,19.31963588,0.484612404,0.395880786,0.846441239,False,False,,False
tRF-18-YSQSD2D2,306.3808921,258.2465674,-0.246577151,0.395880786,0.846441239,False,False,NTRK1,False
tRF-20-V29K9UV3,36.04205052,29.74289332,-0.277136096,0.408079458,0.849068551,False,False,"BMPR1A,RORA,BDNF,SMAD2",True
tRF-23-40KK5Y930K,18.60151177,14.77090154,-0.332661992,0.408079458,0.849068551,False,False,"NKX2-1,ARNTL2,RORB",False
tRF-23-WPMN1E8Y0E,22.75377618,19.84662257,-0.197212477,0.408079458,0.849068551,False,False,,False
tRF-21-WB8689SVD,10.73232493,13.16811643,0.295086358,0.408079458,0.849068551,False,False,,False
tRF-20-8B3VMKNR,17.91125589,17.82922975,-0.006622121,0.408079458,0.849068551,False,False,"BMPR2,ARNTL2",False
tRF-22-YJE76INB5,10.48317136,9.856080748,-0.088989246,0.420196313,0.855686726,False,False,,False
tRF-23-YJE76INB0J,51.50625047,47.63392818,-0.112757992,0.420196313,0.855686726,False,False,"BMP3,NR1D2",False
tRF-18-HRF8X7D2,56.04485393,44.73897978,-0.325049552,0.420196313,0.855686726,False,False,"SMAD2,BMPR1A,ARNTL2",False
tRF-20-5BF900BY,486.4712367,534.4993447,0.135833673,0.420196313,0.855686726,False,False,"SMAD2,KLF7,BMPR1B,RORA,BMPR1A,BMPR2,CNTF",True
tRF-22-V29K9UV34,23.66630879,18.26869335,-0.373461258,0.432379868,0.855686726,False,False,"RORA,BMPR1A,BDNF,SMAD2",True
tRF-22-N6B7P86ZJ,21.94443931,19.17717315,-0.194465336,0.432379868,0.855686726,False,False,"SMAD2,RORB,BMP2,GBX2,NR1D2,CLOCK,BMPR2,BMP2K",True
tRF-22-Z3M8ZLSSP,13.80228455,16.68723584,0.273837917,0.432379868,0.855686726,False,False,ARNTL,False
tRF-22-8B8SOUPR2,9.571506694,8.963239111,-0.09472586,0.432379868,0.855686726,False,False,,False
tRF-22-DWY2MJ8F5,29.51623526,23.28257211,-0.342258274,0.445183782,0.855686726,False,True,"SMAD2,SLC5A7,LHX8,RORA,BMPR2,LIF,LIFR,RORB,BMPR1B,ARNTL2",True
tRF-21-WB8HWKS5D,16.98042968,17.93656619,0.079030759,0.445183782,0.855686726,False,False,,False
tRF-22-9N1EWJQ72,30.44815042,32.0938029,0.075940155,0.445183782,0.855686726,False,False,"NR1D2,NTRK2",False
tRF-18-O7M8LO04,78.92573521,102.4154392,0.375865519,0.445183782,0.855686726,False,False,,False
tRF-20-S8V0J8O9,11.71273032,13.09105754,0.160504231,0.445183782,0.855686726,False,False,,False
tRF-21-INVDRI2QD,142.7248266,120.9154188,-0.239238085,0.445183782,0.855686726,False,True,"SMAD2,BMPR1A,BMPR2,SLC5A7,RORA,BMPR1B",True
