tRF-16-08R959D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152662367,0,0,0.530264955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-08R9D9D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-097JPE0,0,0,0,0,0,0,0,0,0.744727674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-0DFKN50,0,0,0,1.00140927,0,0,0,0,0,0,0,0,0,0,0,0,1.48027956,0,1.12837158,0,0,0,0,0,0,0,1.883941825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-0HLBRRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-0JVRI8E,0,0,0,0,0,0,0,0,0.744727674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-0L9RQ40,0,2.011042993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470985456,0,0,0,0,0,0,0,1.646490135,0,0,0,0,0,0,0
tRF-16-0P5830E,37.07087288,25.13803742,50.95974124,37.05214299,32.26759841,41.19255548,65.9337692,22.02394398,60.32294158,16.04944433,443.2066844,28.72688345,409.9135298,16.7603891,44.01279972,9.246748194,13.32251604,68.47799096,29.90184687,11.13157884,102.2148343,18.61999787,46.10649468,54.47105948,90.47380033,23.86192296,107.8556695,71.20102976,23.77605201,15.73294826,21.7702231,57.31100485,22.52844379,7.572625266,11.52543095,3.307543111,13.15753494,8.053672705,40.44622714,18.06378521,1.573949166,7.157109971
tRF-16-0PRMQ0E,0.579232389,0,0,1.00140927,0,0.792164528,0,0.957562782,0,0,0,1.196953477,0,0,0,0,0,0.752505395,1.12837158,0,0,0,0,0.801044992,0,0,0.470985456,0,0,0,0,1.548946077,0,0,0,0,1.096461245,0,1.037082747,0,0,0
tRF-16-0RSSX7D,2.316929555,1.005521497,1.258265216,8.011274159,3.396589306,2.376493585,5.232838825,8.618065036,1.489455348,0.802472216,0,5.984767386,0,0,0.772154381,1.027416466,5.180978461,0.752505395,2.82092895,0,0,3.5227023,1.152662367,0,4.569383855,1.060529909,1.412956369,2.637075176,7.378774763,0,0,0,0,0.946578158,0,0,3.289383734,0,0,0,0,0
tRF-16-0RYNURD,0,0,0,3.00422781,3.396589306,1.584329057,1.046567765,1.915125563,1.489455348,0,0,0,12.49736371,0,0.772154381,0.513708233,0.74013978,1.50501079,0.56418579,0,3.435792748,1.006486371,1.152662367,2.403134977,1.827753542,4.242119637,0.470985456,3.516100235,1.639727725,0,1.280601359,0,0,0,0,0,0.548230622,0,1.037082747,0,0,0
tRF-16-0UD3940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-0UFMQKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-0UQ2B5D,0.579232389,0,0,1.00140927,0,0,1.046567765,0.957562782,0.744727674,0,0,0,2.499472743,0,0,0,0,0,1.12837158,0,0,0.503243186,0,0.801044992,0.913876771,0,0,0,0.819863863,0,0,0,0,0.946578158,0,0,0,0,0,0,1.573949166,0
tRF-16-0VL8K80,0,0,0,0,0.849147326,0,0,1.915125563,0.744727674,0,2.702479783,0,0,0,0,0,0,0,0,0,0,0,1.152662367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.037082747,0,0,0
tRF-16-113KYOE,0,0,0,0,0,0,1.046567765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-113KYUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1293WEE,0.579232389,1.005521497,0.629132608,4.005637079,0,0.792164528,6.27940659,1.915125563,0.744727674,0.802472216,2.702479783,2.393906954,9.997890971,0,0.772154381,2.054832932,0.74013978,0,1.69255737,0,1.717896374,1.006486371,1.152662367,0.801044992,0.913876771,0,4.238869107,0.879025059,4.919183176,0,3.841804077,0,3.218349113,2.839734475,1.646490135,1.653771555,1.096461245,5.752623361,1.037082747,3.612757042,0,0
tRF-16-12Z4R90,111.2126186,151.833746,130.2304498,17.02395759,57.7420182,54.65935246,96.28423438,44.04788796,61.81239693,74.62991613,464.8265227,59.84767386,234.9504378,33.5207782,67.94958553,35.95957631,16.28307516,48.91285069,98.16832746,62.33684151,12.02527462,30.19459114,31.12188391,119.3557039,31.07181021,62.57126465,129.5210005,19.33855129,63.12951742,31.46589652,67.87187203,48.01732839,135.1706627,51.11522054,36.22278297,49.61314666,29.05622299,108.1493192,74.6699578,83.09341197,26.75713582,40.5569565
tRF-16-13QXQWE,0.579232389,1.005521497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879025059,0,0,0,0,0,0,0,0,0.548230622,0,0,0,0,0
tRF-16-148V7KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530264955,0,0,0,0,0,0,0,0,0,0,0.548230622,0,0,0,0,0
tRF-16-14PSR90,3.475394333,0,0,0,1.698294653,0,0,0.957562782,0,1.604944433,0,2.393906954,4.998945486,0,0,1.541124699,0.74013978,0.752505395,0,0,0,0.503243186,0,2.403134977,0,1.060529909,0.941970913,0,0,0,1.280601359,1.548946077,1.609174556,0,0,0,2.741153112,1.150524672,3.111248241,0,0,0
tRF-16-16MSRMB,2.316929555,0,1.258265216,0,1.698294653,0,0,0,0.744727674,2.407416649,2.702479783,0,2.499472743,0,0.772154381,0.513708233,0.74013978,0.752505395,0.56418579,1.113157884,0,0.503243186,0,0.801044992,0.913876771,0,0.470985456,0,0,3.146589652,2.561202718,1.548946077,0,0,0,0,0.548230622,0,1.037082747,1.806378521,0,0
tRF-16-17M4O1E,1.737697166,4.022085986,0,0,0,0,3.139703295,0.957562782,0,0.802472216,2.702479783,0,2.499472743,0.838019455,0,0.513708233,1.48027956,0.752505395,2.25674316,0.556578942,1.717896374,0,2.305324734,2.403134977,0,0,0.470985456,4.395125294,0.819863863,3.146589652,1.280601359,1.548946077,1.609174556,0,0,0,0,0,1.037082747,5.419135563,3.147898331,2.385703324
tRF-16-17NSRJ0,0,0,0,1.00140927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-18V0LQ0,0,0,0,0,0,0,0,0,0.744727674,0.802472216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-18V0LW0,0,0,0,0,0.849147326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-18VUY90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-18WO6VD,0.579232389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-195MW30,0,0,0,0,0,0,0,0,0.744727674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-199M88B,0,1.005521497,1.887397824,1.00140927,0.849147326,2.376493585,3.139703295,0.957562782,2.234183022,4.814833298,2.702479783,0,0,1.67603891,3.860771905,0.513708233,0,5.267537766,2.25674316,1.113157884,0,1.006486371,1.152662367,2.403134977,0,1.590794864,1.883941825,0.879025059,0,0,0,0,0,0.946578158,0,0,0,0,1.037082747,3.612757042,0,0
tRF-16-199M8VB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152662367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548230622,0,0,0,0,0
tRF-16-19OMW30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1D9PH7E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1EW3Q7D,0,0,0,0,0,0,2.09313553,0.957562782,0.744727674,0,0,0,0,0,0,0,0.74013978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.893156316,0,0,0,0,1.037082747,1.806378521,0,0
tRF-16-1EWJQ7D,11.00541539,4.022085986,9.436989119,6.008455619,10.18976792,8.713809812,8.37254212,15.32100451,7.447276739,10.43213881,16.2148787,10.77258129,7.498418229,0.838019455,7.721543811,4.109665864,5.180978461,9.782570137,11.2837158,5.009210478,5.153689122,3.019459114,6.915974202,8.010449923,9.13876771,7.95397432,7.064781845,5.274150353,6.558910901,9.439768956,10.24481087,9.293676462,12.87339645,13.25209421,0,6.615086222,11.51284307,14.95682074,7.25957923,5.419135563,12.59159333,14.31421994
tRF-16-1FNJ47B,0.579232389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1FQH83D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1HK24O0,0.579232389,0,0.629132608,0,0,0,0,0.957562782,0,0,0,0,0,0,0,0.513708233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096461245,0,0,0,0,0
tRF-16-1HNHYP0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1IQ4YUB,1.737697166,6.03312898,1.258265216,0,2.547441979,0,3.139703295,2.872688345,2.978910695,1.604944433,21.61983827,3.590860431,7.498418229,0.838019455,0.772154381,1.027416466,4.440838681,3.762526976,1.69255737,1.669736826,0,1.509729557,5.763311835,2.403134977,0.913876771,0,3.296898194,1.758050118,5.739047038,9.439768956,0,3.097892154,1.609174556,0,0,0,2.741153112,1.150524672,0,1.806378521,4.721847497,0
tRF-16-1IUUK7E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1K7L560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.027416466,0,0,0,0,0,0,0,1.602089985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1KW419B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1KWH190,1.737697166,2.011042993,0,0,0,0.792164528,0,1.915125563,0,1.604944433,2.702479783,0,0,0,0,0.513708233,0,0,0,2.226315768,0,0.503243186,0,0,0.913876771,0.530264955,0.470985456,0,0.819863863,0,0,0,0,0,0,0,1.096461245,1.150524672,1.037082747,1.806378521,0,0
tRF-16-1KWH19B,11.58464778,7.038650476,7.549591295,3.00422781,3.396589306,3.960822642,0,3.830251127,6.702549065,10.43213881,16.2148787,4.787813909,9.997890971,3.35207782,5.405080667,3.082249398,6.661258022,3.010021581,5.07767211,8.348684131,4.294740935,1.006486371,2.305324734,4.806269954,1.827753542,4.772384592,4.709854563,1.758050118,3.27945545,0,3.841804077,1.548946077,1.609174556,0.946578158,8.232450675,1.653771555,3.837614357,2.301049344,0,3.612757042,4.721847497,0
tRF-16-1KYK37E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1LQ4PU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1LQH83D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1LQKHUE,0,0,0,0,0,0,1.046567765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1M3KYUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1M58HUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801044992,0,0,1.412956369,0,0,0,0,0,0,0.946578158,0,0,0,0,0,0,0,0
tRF-16-1M70YUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1MK8YOB,0.579232389,0,0,0,0.849147326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1MK8YUB,0,0,0,0,0,0,0,0,0,0,0,0,2.499472743,1.67603891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1MN0YUB,0.579232389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556578942,0,0,0,0,0,1.060529909,0,0,0,3.146589652,0,0,1.609174556,0,0,0,0,0,0,0,0,0
tRF-16-1MNKYU0,0,1.005521497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.602089985,0,0,0,0,0,0,0,0,1.609174556,0,0,0,0,0,0,0,0,0
tRF-16-1MP34RD,0,0,0,0,0,0,1.046567765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530264955,0.470985456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1MQKYUB,0,0,0,0,0,0,0,0,0,0,0,0,2.499472743,0,0,0,0,0,0,0.556578942,0,0,1.152662367,0,0.913876771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1MQKYUE,0,0,0.629132608,1.00140927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556578942,0,0.503243186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1N3KYU0,0,1.005521497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470985456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1N70YUE,0,0,0,0,0,0,0,0,0.744727674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470985456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1N7KYUB,0.579232389,3.01656449,0.629132608,0,0,0,0,0,0,0.802472216,0,1.196953477,2.499472743,0,0.772154381,0,0,0,0.56418579,0,0.858948187,0,0,0,0,0,1.412956369,0,0,0,1.280601359,0,0,0,0,0,0.548230622,0,3.111248241,0,0,0
tRF-16-1NLN38D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1NQ4YO0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1NR8YUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1NR8YWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1PFQJDE,0,0,0,0,0,0,0,0,0,0,0,0,2.499472743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1PW4PU0,0,0,0,0,0.849147326,0,0,0,0,0,0,0,0,0.838019455,0,1.027416466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946578158,0,0,0,0,0,0,0,0
tRF-16-1QKS3WD,0,0,0,1.00140927,0.849147326,0,1.046567765,0,0.744727674,0,0,0,0,0,0,0,0,0,0.56418579,0,0,0,1.152662367,0,0,0.530264955,0.470985456,0,0.819863863,0,0,0,0,0,0,0,0,1.150524672,1.037082747,0,0,0
tRF-16-1R2RR3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470985456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1R33WBB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1RMF5E0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74013978,0,0,0,0,0,1.152662367,0.801044992,0,0,0,0,0.819863863,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1S72P40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801044992,0,0,0,0,0,0,0,0,0,0,0,0,0.548230622,0,0,1.806378521,0,0
tRF-16-1S91540,0,2.011042993,0,2.00281854,0,0,0,0,0,0,0,1.196953477,0,0,0,1.027416466,0.74013978,0,0,0,0,0,0,0,0,0.530264955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1SH2P4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1SS2P40,20.27313361,16.08834395,18.24484563,24.03382248,30.56930375,17.42761962,16.74508424,21.0663812,23.08655789,24.87663871,21.61983827,11.96953477,29.99367291,9.218214006,33.20263839,17.46607992,45.14852659,28.59520502,27.64510371,31.16842075,2.576844561,46.80161627,42.64850758,17.62298983,9.13876771,19.08953837,21.19434553,24.61270165,50.83155948,122.7169964,26.89262854,10.84262254,11.26422189,47.32890791,31.28331257,39.69051733,34.53852921,27.61259213,25.92706868,27.09567782,31.47898331,26.24273656
tRF-16-1SS2PLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1SS2PMB,1.158464778,1.005521497,2.516530432,0,1.698294653,0,0,0,0.744727674,0,0,0,0,0,1.544308762,1.027416466,4.440838681,0,0.56418579,1.669736826,0.858948187,0.503243186,1.152662367,0,0,2.651324773,0.941970913,1.758050118,1.639727725,0,1.280601359,3.097892154,0,0,0,0,0.548230622,0,0,0,0,0
tRF-16-1UYKOQ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801044992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1W6SF8E,0,0,0,0,0,0.792164528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.573949166,0
tRF-16-1Y0SR90,0,1.005521497,0.629132608,0,0.849147326,2.376493585,0,0,0.744727674,0,2.702479783,0,0,0,0,0,0.74013978,0,0,0,0.858948187,0.503243186,2.305324734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548230622,0,0,0,1.573949166,0
tRF-16-1YS2P40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503243186,0,0,0,0,0,0,0,0,1.280601359,0,0,0.946578158,0,0,0,0,0,0,0,0
tRF-16-1Z3L7L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-1ZNLQHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-207RRND,0,1.005521497,0.629132608,0,0,0,0,0,0,0,0,0,2.499472743,0,0,0,0,0,0,1.113157884,0,0,0,1.602089985,0,0,0,0,0,0,2.561202718,0,0,0,0,0,0,0,0,0,0,0
tRF-16-207WRND,0,2.011042993,1.258265216,0,0,1.584329057,3.139703295,0,0,0,2.702479783,1.196953477,0,0,0.772154381,0,0,0,0,0,0,0,0,0.801044992,0,0,0.470985456,0,0,0,0,0,0,1.893156316,1.646490135,0,0,2.301049344,0,0,0,0
tRF-16-232WMKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.646490135,0,0,0,0,0,0,0
tRF-16-23W8WR0,0.579232389,0,2.516530432,1.00140927,0.849147326,0.792164528,2.09313553,2.872688345,1.489455348,1.604944433,2.702479783,2.393906954,0,0,1.544308762,1.027416466,0.74013978,2.257516186,1.12837158,1.669736826,0,0,0,2.403134977,0,1.060529909,1.883941825,0.879025059,2.459591588,0,1.280601359,0,0,0,0,0,1.644691867,0,1.037082747,1.806378521,0,0
tRF-16-245J7KE,1.158464778,8.044171973,3.774795648,7.009864889,6.793178612,3.168658114,3.139703295,1.915125563,3.723638369,1.604944433,2.702479783,3.590860431,2.499472743,5.866136186,3.860771905,2.054832932,0.74013978,0.752505395,4.51348632,1.113157884,1.717896374,1.509729557,1.152662367,2.403134977,3.655507084,4.772384592,1.412956369,8.790250588,0.819863863,3.146589652,0,6.195784308,3.218349113,0,3.29298027,6.615086222,2.19292249,2.301049344,3.111248241,0,0,21.47132991
tRF-16-24OUQHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513708233,0,0,0,0,0,0.503243186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-26O4PU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2E2WMKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772154381,0,0,0,0,0,0,0,0,0,0,0,0,0.879025059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2E3KXRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2E489BD,0,0,0.629132608,0,0,0,0,0,0,0,0,0,0,0.838019455,0.772154381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-2EK8E0D,0.579232389,0,0,0,0,0,0,0,0,0,2.702479783,0,0,0,0.772154381,0.513708233,0,0,0,1.113157884,0,0,0,0.801044992,0.913876771,0,0,0,0,0,0,0,0,0,0,0,0,1.150524672,0,0,1.573949166,2.385703324
tRF-16-2ERPFVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
